4,Integer
"Optician, dispensing",145
"Nurse, learning disability",252
Hospital doctor,82
Physiological scientist,120
Estate agent,193
Paramedic,293
"Teacher, early years/pre",276
Physiotherapist,115
Special effects artist,226
Wellsite geologist,161
Youth worker,82
Archaeologist,174
Dancer,228
"Research officer, government",128
Operations geologist,276
Maintenance engineer,150
Trade union research officer,211
Dispensing optician,27
"Engineer, civil (contracting)",121
Database administrator,116
Chief Executive Officer,263
Secondary school teacher,253
Management consultant,20
Plant breeder/geneticist,232
Commercial/residential surveyor,321
Herbalist,148
"Research officer, political party",152
Amenity horticulturist,53
"Embryologist, clinical",66
Music therapist,219
Network engineer,56
Armed forces logistics/support/administrative officer,290
IT technical support officer,261
Corporate investment banker,69
"Scientist, research (life sciences)",115
Energy engineer,187
"Designer, interior/spatial",119
Armed forces technical officer,236
Chiropodist,135
"Pilot, airline",260
Bookseller,166
"Programme researcher, broadcasting/film/video",298
Public relations account executive,227
Surgeon,119
Podiatrist,179
"Conservation officer, nature",53
Print production planner,168
Public affairs consultant,118
"Surveyor, rural practice",260
Corporate investment banker,288
Chartered public finance accountant,80
Metallurgist,143
"Radiographer, therapeutic",130
Chief Executive Officer,205
"Engineer, maintenance",240
Youth worker,171
Wellsite geologist,117
Exercise physiologist,321
Editorial assistant,202
Drilling engineer,218
Rural practice surveyor,284
Nature conservation officer,89
"Programmer, systems",274
Clothing/textile technologist,232
Quarry manager,115
Bonds trader,254
Early years teacher,182
Database administrator,138
Academic librarian,108
Hydrographic surveyor,235
Economist,217
Volunteer coordinator,179
Archivist,290
Cartographer,90
Multimedia programmer,138
"Production designer, theatre/television/film",204
"Psychologist, forensic",100
Clinical research associate,308
"Administrator, arts",58
"Engineer, petroleum",24
"Engineer, chemical",299
Product/process development scientist,195
Maintenance engineer,291
Marine scientist,201
"Surveyor, land/geomatics",245
"Teacher, English as a foreign language",142
Politician's assistant,250
Graphic designer,15
Recycling officer,86
"Surveyor, building",318
"Surveyor, quantity",76
Product designer,111
Local government officer,178
Local government officer,240
"Accountant, chartered management",255
Market researcher,238
Animal technologist,215
"Buyer, industrial",32
Planning and development surveyor,128
Health physicist,128
Site engineer,71
Adult nurse,32
Field trials officer,81
Tax inspector,109
Advice worker,321
Clinical cytogeneticist,64
Medical illustrator,142
Set designer,159
Science writer,108
Industrial/product designer,28
Public house manager,169
Best boy,62
Orthoptist,232
Restaurant manager,73
Control and instrumentation engineer,237
"Engineer, land",308
"Engineer, biomedical",22
Fisheries officer,266
Actor,154
Advice worker,169
Actor,214
Museum education officer,227
Health physicist,245
"Investment banker, operational",288
Recruitment consultant,174
"Sound technician, broadcasting/film/video",205
Personal assistant,32
Illustrator,171
Armed forces training and education officer,203
Health visitor,133
Broadcast journalist,280
Cartographer,310
Chartered public finance accountant,207
Health service manager,265
Accounting technician,133
Operational researcher,180
Data processing manager,22
Chief Operating Officer,170
Furniture designer,311
Patent examiner,84
"Designer, industrial/product",90
Armed forces operational officer,75
Systems analyst,17
"Administrator, charities/voluntary organisations",86
"Restaurant manager, fast food",23
Dancer,175
Electrical engineer,20
"Psychotherapist, dance movement",196
Armed forces technical officer,113
Nutritional therapist,83
"Horticulturist, amenity",159
"Journalist, broadcasting",254
"Engineer, chemical",239
Holiday representative,137
Learning disability nurse,135
Maintenance engineer,123
"Therapist, drama",228
Land/geomatics surveyor,140
Educational psychologist,259
Visual merchandiser,220
Occupational therapist,304
Nutritional therapist,316
"Civil engineer, consulting",236
Television/film/video producer,222
Orthoptist,237
"Geneticist, molecular",43
Editorial assistant,100
Tour manager,139
Armed forces technical officer,301
Quantity surveyor,187
"Accountant, chartered certified",283
Travel agency manager,229
Social researcher,42
"Journalist, newspaper",173
Youth worker,52
Camera operator,291
Technical author,41
Applications developer,287
Health service manager,114
Sales promotion account executive,228
Furniture designer,104
Chiropractor,91
Estate manager/land agent,218
Armed forces technical officer,136
Plant breeder/geneticist,135
Chief of Staff,111
Bookseller,201
Medical physicist,300
Telecommunications researcher,84
Haematologist,36
Holiday representative,39
"Scientist, biomedical",256
"Therapist, sports",208
Learning disability nurse,182
"Surveyor, building",293
"Psychotherapist, dance movement",160
Environmental education officer,237
Clothing/textile technologist,68
Cabin crew,19
"Conservation officer, historic buildings",155
Horticultural consultant,136
Research scientist (maths),200
Regulatory affairs officer,43
Consulting civil engineer,193
Dealer,22
"Clinical scientist, histocompatibility and immunogenetics",242
Exhibition designer,293
Database administrator,120
Company secretary,93
Marine scientist,177
"Nurse, mental health",127
Civil Service administrator,160
Lobbyist,266
Structural engineer,150
"Geneticist, molecular",75
"Copywriter, advertising",192
Television floor manager,221
Homeopath,163
Fitness centre manager,168
Theatre director,79
Corporate treasurer,91
"Psychologist, educational",174
Seismic interpreter,60
Radio producer,126
"Therapist, speech and language",277
"Designer, multimedia",196
Radiation protection practitioner,126
Toxicologist,112
"Editor, magazine features",146
Regulatory affairs officer,179
"Research officer, trade union",77
Actuary,81
Textile designer,109
Insurance underwriter,277
Exhibition designer,224
Dealer,153
Contracting civil engineer,102
"Social research officer, government",248
"Psychotherapist, dance movement",170
Environmental consultant,178
Furniture designer,203
Quarry manager,85
"Investment banker, corporate",208
Hydrographic surveyor,127
"Geologist, engineering",249
Estate manager/land agent,145
Armed forces technical officer,205
"Scientist, research (life sciences)",259
"Sound technician, broadcasting/film/video",260
Cytogeneticist,129
Commercial art gallery manager,234
"Surveyor, hydrographic",87
"Administrator, local government",66
"Engineer, mining",169
"Exhibitions officer, museum/gallery",64
Horticultural consultant,201
Teaching laboratory technician,158
"Civil engineer, consulting",96
Insurance broker,264
"Research officer, government",44
Freight forwarder,16
Engineering geologist,134
Merchant navy officer,140
"Scientist, research (maths)",51
Advertising copywriter,267
Scientific laboratory technician,38
"Accountant, chartered certified",46
Human resources officer,208
Set designer,176
Contracting civil engineer,228
Data scientist,43
Retail buyer,112
"Buyer, industrial",95
Field trials officer,46
Chief Operating Officer,93
Paediatric nurse,101
"Administrator, local government",321
Music therapist,33
Chief Financial Officer,281
"Scientist, physiological",169
Industrial buyer,77
Nutritional therapist,197
Special effects artist,213
Nutritional therapist,32
"Surveyor, land/geomatics",31
"Journalist, magazine",145
Nature conservation officer,139
Aeronautical engineer,139
Television production assistant,137
Wellsite geologist,271
Product manager,286
Psychiatric nurse,293
Herpetologist,26
Clinical molecular geneticist,275
"Teacher, early years/pre",55
Farm manager,62
Community development worker,231
"Conservation officer, nature",298
Diagnostic radiographer,107
Field trials officer,266
Claims inspector/assessor,150
Financial adviser,189
Nutritional therapist,33
"Editor, magazine features",264
Hotel manager,244
Contractor,214
Multimedia programmer,246
"Merchandiser, retail",315
"Accountant, chartered certified",181
Forest/woodland manager,28
Curator,162
Special effects artist,294
Control and instrumentation engineer,122
"Therapist, occupational",311
International aid/development worker,104
Air broker,31
Translator,183
Radio producer,156
Theatre manager,286
"Doctor, hospital",194
"Research officer, political party",66
Primary school teacher,193
Aid worker,127
Investment analyst,303
Public librarian,169
Commercial horticulturist,97
"Therapist, occupational",22
Chartered accountant,220
Financial controller,16
"Scientist, marine",71
Solicitor,96
"Engineer, energy",298
Aid worker,45
Quality manager,159
Oceanographer,297
Broadcast engineer,300
Geographical information systems officer,55
